Date,India,Mexico,US,India_act,Mexico_act,US_act,India_rolling,Mexico_rolling_7,US_rolling,Mexico_rolling
3/25/20,657,475,68841,121,70,12127,71.57142857,44.57142857,7171.714286,26.53333333
3/26/20,727,585,86662,70,110,17821,76.14285714,51,8524.571429,31.2
3/27/20,887,717,105253,160,132,18591,91.85714286,60.14285714,10428.42857,38.46666667
3/28/20,987,848,127417,100,131,22164,93.85714286,73.42857143,12174.71429,47
3/29/20,1024,993,143544,37,145,16127,89.71428571,85.28571429,14484.57143,54.8
3/30/20,1251,1094,165698,227,101,22154,107.4285714,96.71428571,15514.28571,63.46666667
3/31/20,1397,1215,192079,146,121,26381,123,103.8571429,17086,69.4
4/1/20,1998,1378,224311,601,163,32232,191.5714286,115.7142857,19337.85714,75.53333333
4/2/20,2543,1510,256541,545,132,32230,259.4285714,129,22210,85.66666667
4/3/20,2567,1688,289023,24,178,32482,240,132.1428571,24268.42857,92.8
4/4/20,3082,1890,321199,515,202,32176,299.2857143,138.7142857,26252.85714,101.6
4/5/20,3588,2143,350803,506,253,29604,366.2857143,148.8571429,27683.14286,112.4666667
4/6/20,4778,2439,382661,1190,296,31858,503.8571429,164.2857143,29608.42857,126.1333333
4/7/20,5311,2785,413004,533,346,30343,559.1428571,192.1428571,30994.71429,141.5333333
4/8/20,5916,3181,444153,605,396,31149,559.7142857,224.2857143,31560.71429,161.2
4/9/20,6725,3441,480596,809,260,36443,597.4285714,257.5714286,31406,185.0666667
4/10/20,7598,3844,514943,873,403,34347,718.7142857,275.8571429,32007.85714,197.7333333
4/11/20,8446,4219,544221,848,375,29278,766.2857143,308,32274.28571,217.2666667
4/12/20,9205,4661,571093,759,442,26872,802.4285714,332.7142857,31860.28571,233.4666667
4/13/20,10453,5014,598017,1248,353,26924,810.7142857,359.7142857,31470,254.2
4/14/20,11487,5399,626412,1034,385,28395,882.2857143,367.8571429,30765.14286,268.0666667
4/15/20,12322,5847,652312,835,448,25900,915.1428571,373.4285714,30486.85714,287
4/16/20,13430,6297,682268,1108,450,29956,957.8571429,380.8571429,29737,308.8
4/17/20,14352,6875,715425,922,578,33157,964.8571429,408,28810.28571,327.9333333
4/18/20,15722,7497,743419,1370,622,27994,1039.428571,433,28640.28571,357.6666667
4/19/20,17615,8261,769342,1893,764,25923,1201.428571,468.2857143,28456.85714,387.2666667
4/20/20,18539,8772,799022,924,511,29680,1155.142857,514.2857143,28321.28571,424.7333333
4/21/20,20080,9501,825192,1541,729,26170,1227.571429,536.8571429,28715,441.9333333
4/22/20,21370,10544,854611,1290,1043,29419,1292.571429,586,28397.14286,470.8
4/23/20,23077,11633,887380,1707,1089,32769,1378.142857,671,28899.85714,517.2666667
4/24/20,24530,12872,919532,1453,1239,32152,1454,762.2857143,29301.71429,563.4666667
4/25/20,26283,13842,950526,1753,970,30994,1508.714286,856.7142857,29158.14286,628.7333333
4/26/20,27890,14677,977073,1607,835,26547,1467.857143,906.4285714,29586.71429,666.5333333
4/27/20,29451,15529,1000823,1561,852,23750,1558.857143,916.5714286,29675.85714,697.2
4/28/20,31324,16752,1025513,1873,1223,24690,1606.285714,965.2857143,28828.71429,724.5333333
4/29/20,33062,17799,1051733,1738,1047,26220,1670.285714,1035.857143,28617.28571,782.5333333
4/30/20,34863,19224,1080974,1801,1425,29241,1683.714286,1036.428571,28160.28571,826.6666667
5/1/20,37257,20739,1115995,2394,1515,35021,1818.142857,1084.428571,27656.28571,891.8
5/2/20,39699,22088,1143819,2442,1349,27824,1916.571429,1123.857143,28066.14286,962.8
5/3/20,42505,23471,1168311,2806,1383,24492,2087.857143,1178,27613.28571,1014.2
5/4/20,46437,24905,1192024,3932,1434,23713,2426.571429,1256.285714,27319.71429,1064.933333
5/5/20,49400,26025,1216353,2963,1120,24329,2582.285714,1339.428571,27314.42857,1109.6
5/6/20,52987,27634,1240616,3587,1609,24263,2846.428571,1324.714286,27262.85714,1150.2
5/7/20,56351,29616,1268273,3364,1982,27657,3069.714286,1405,26983.28571,1208.866667
5/8/20,59695,31522,1295545,3344,1906,27272,3205.428571,1484.571429,26757,1271.466667
5/9/20,62808,33460,1319991,3113,1938,24446,3301.285714,1540.428571,25650,1325.933333
5/10/20,67161,35022,1339139,4353,1562,19148,3522.285714,1624.571429,25167.42857,1372.533333
5/11/20,70768,36327,1358173,3607,1305,19034,3475.857143,1650.142857,24404,1412
5/12/20,74292,38324,1381016,3524,1997,22843,3556,1631.714286,23735.57143,1443.333333
5/13/20,78055,40186,1401592,3763,1862,20576,3581.142857,1757,23523.28571,1519.666667
5/14/20,81997,42595,1428124,3942,2409,26532,3663.714286,1793.142857,22996.57143,1562.266667
5/15/20,85784,45032,1452945,3787,2437,24821,3727,1854.142857,22835.85714,1653.066667
5/16/20,90648,47144,1477178,4864,2112,24233,3977.142857,1930,22485.71429,1720.533333
5/17/20,95698,49219,1495976,5050,2075,18798,4076.714286,1954.857143,22455.28571,1760.333333
5/18/20,100328,51633,1518110,4630,2414,22134,4222.857143,2028.142857,22405.28571,1808.733333
5/19/20,106475,54346,1538870,6147,2713,20760,4597.571429,2186.571429,22848.14286,1877.466667
5/20/20,112028,56594,1561592,5553,2248,22722,4853.285714,2288.857143,22550.57143,1962.733333
5/21/20,118226,59567,1587398,6198,2973,25806,5175.571429,2344,22857.14286,2037.933333
5/22/20,124794,62527,1611017,6568,2960,23619,5572.857143,2424.571429,22753.42857,2128.866667
5/23/20,131423,65856,1631996,6629,3329,20979,5825,2499.285714,22581.71429,2194.066667
5/24/20,138536,68620,1652587,7113,2764,20591,6119.714286,2673.142857,22116.85714,2288.933333
5/25/20,144950,71105,1671240,6414,2485,18653,6374.571429,2771.571429,22373,2344
5/26/20,150793,74560,1689816,5843,3455,18576,6331.142857,2781.714286,21875.71429,2405.533333
5/27/20,158086,78023,1709222,7293,3463,19406,6579.714286,2887.714286,21563.71429,2548.866667
5/28/20,165386,81400,1730868,7300,3377,21646,6737.142857,3061.285714,21090,2646.6
5/29/20,173491,84627,1755604,8105,3227,24736,6956.714286,3119,20495.71429,2747.6
5/30/20,181827,87512,1779688,8336,2885,24084,7200.571429,3157.142857,20655.28571,2802.133333
5/31/20,190609,90664,1799142,8782,3152,19454,7439,3093.714286,21098.85714,2832
6/1/20,198370,93435,1816107,7761,2771,16965,7631.428571,3149.142857,20936.42857,2901.333333
6/2/20,207191,97326,1837390,8821,3891,21283,8056.857143,3190,20695.28571,2947.733333
6/3/20,216824,101238,1857161,9633,3912,19771,8391.142857,3252.285714,21082,3046.2
6/4/20,226713,105680,1878884,9889,4442,21723,8761,3316.428571,21134.14286,3126.133333
6/5/20,236184,110026,1903885,9471,4346,25001,8956.142857,3468.571429,21145.14286,3272.4
6/6/20,246622,113619,1925183,10438,3593,21298,9256.428571,3628.428571,21183,3363.933333
6/7/20,257486,117103,1943596,10864,3484,18413,9553.857143,3729.571429,20785,3406.133333
6/8/20,265928,120102,1960100,8442,2999,16504,9651.142857,3777,20636.28571,3416.466667
6/9/20,276146,124301,1978192,10218,4199,18092,9850.714286,3809.571429,20570.42857,3432.133333
6/10/20,286605,129184,1999260,10459,4883,21068,9968.714286,3853.571429,20114.57143,3546.4
6/11/20,297535,133974,2021642,10930,4790,22382,10117.42857,3992.285714,20299.85714,3641.6
6/12/20,308993,139196,2046968,11458,5222,25326,10401.28571,4042,20394,3730.066667
6/13/20,320922,142690,2071940,11929,3494,24972,10614.28571,4167.142857,20440.42857,3853.066667
6/14/20,332424,146837,2091360,11502,4147,19420,10705.42857,4153,20965.28571,3870.866667
6/15/20,343091,150264,2109882,10667,3427,18522,11023.28571,4247.714286,21109.14286,3955
6/16/20,354065,154863,2133721,10974,4599,23839,11131.28571,4308.857143,21397.42857,3973.333333
6/17/20,366946,159793,2161110,12881,4930,27389,11477.28571,4366,22218.42857,4095.2
6/18/20,380532,165455,2189425,13586,5662,28315,11856.71429,4372.714286,23121.42857,4164.466667
6/19/20,395048,170485,2221122,14516,5030,31697,12293.57143,4497.285714,23969,4281.133333
6/20/20,410451,175202,2253735,15403,4717,32613,12789.85714,4469.857143,24879.14286,4320.333333
6/21/20,425282,180545,2279924,14831,5343,26189,13265.42857,4644.571429,25970.71429,4345.066667
6/22/20,440215,185122,2310897,14933,4577,30973,13874.85714,4815.428571,26937.71429,4461.733333
6/23/20,456183,191410,2348119,15968,6288,37222,14588.28571,4979.714286,28716.42857,4534.6
6/24/20,473105,196847,2384350,16922,5437,36231,15165.57143,5221,30628.28571,4753.866667
6/25/20,490401,202951,2424718,17296,6104,40368,15695.57143,5293.428571,31891.42857,4836.4
6/26/20,508953,208392,2470928,18552,5441,46210,16272.14286,5356.571429,33613.28571,4917.8
6/27/20,528859,212802,2512665,19906,4410,41737,16915.42857,5415.285714,35686.57143,4961.2
6/28/20,548318,216852,2554527,19459,4050,41862,17576.57143,5371.428571,36990,4907.066667
6/29/20,566840,220657,2594168,18522,3805,39641,18089.28571,5186.714286,39229,4944.133333
6/30/20,585481,226089,2642480,18641,5432,48312,18471.14286,5076.428571,40467.28571,4921.333333
7/1/20,604641,231770,2694046,19160,5681,51566,18790.85714,4954.142857,42051.57143,5055
7/2/20,625544,238511,2750394,20903,6741,56348,19306.14286,4989,44242.28571,5127.133333
7/3/20,648315,245251,2803014,22771,6740,52620,19908.85714,5080,46525.14286,5247.866667
7/4/20,673165,252165,2851960,24850,6914,48946,20615.14286,5265.571429,47440.85714,5319.733333
7/5/20,697413,256848,2902397,24248,4683,50437,21299.28571,5623.285714,48470.71429,5445.333333
7/6/20,719664,261750,2945198,22251,4902,42801,21832,5713.714286,49695.71429,5443.066667
7/7/20,742417,268008,3004056,22753,6258,58858,22419.42857,5870.428571,50147.14286,5413.666667
7/8/20,767296,275003,3063780,24879,6995,59724,23236.42857,5988.428571,51653.71429,5525.733333
7/9/20,793802,282283,3124656,26506,7280,60876,24036.85714,6176.142857,52819.14286,5572.866667
7/10/20,820916,289174,3192434,27114,6891,67778,24657.28571,6253.142857,53466,5695.733333
7/11/20,849522,295268,3253803,28606,6094,61369,25193.85714,6274.714286,55631.42857,5748.2
7/12/20,878254,299750,3314487,28732,4482,60684,25834.42857,6157.571429,57406.14286,5791.733333
7/13/20,906752,304435,3372046,28498,4685,57559,26726.85714,6128.857143,58870,5796.533333
7/14/20,936181,311486,3438484,29429,7051,66438,27680.57143,6097.857143,60978.28571,5838.866667
7/15/20,968857,317635,3506442,32676,6149,67958,28794.42857,6211.142857,62061.14286,6055.266667
7/16/20,1003832,324041,3582466,34975,6406,76024,30004.28571,6090.285714,63237.42857,6103.066667
7/17/20,1039084,331298,3654708,35252,7257,72242,31166.85714,5965.428571,65401.42857,6151.4
7/18/20,1077781,338913,3718505,38697,7615,63797,32608.42857,6017.714286,66039.14286,6185.8
7/19/20,1118206,344224,3779954,40425,5311,61449,34278.85714,6235,66386,6244.133333
7/20/20,1155338,349396,3840166,37132,5172,60212,35512.28571,6353.428571,66495.28571,6137.266667
7/21/20,1193078,356255,3905747,37740,6859,65581,36699.57143,6423,66874.28571,6169.866667
7/22/20,1238798,362274,3976127,45720,6019,70380,38563,6395.571429,66751.85714,6300.333333
7/23/20,1288108,370712,4044379,49310,8438,68252,40610.85714,6377,67097.85714,6284.4
7/24/20,1337024,378285,4118527,48916,7573,74148,42562.85714,6667.285714,65987.57143,6380.6
7/25/20,1385635,385036,4185522,48611,6751,66995,43979.14286,6712.428571,66259.85714,6400.133333
7/26/20,1435616,390516,4241675,49981,5480,56153,45344.28571,6589,66716.71429,6390.8
7/27/20,1480073,395489,4297841,44457,4973,56166,46390.71429,6613.142857,65960.14286,6349.866667
7/28/20,1531669,402697,4361529,51596,7208,63688,48370.14286,6584.714286,65382.14286,6382.6
7/29/20,1581963,408449,4429904,50294,5752,68375,49023.57143,6634.571429,65111.71429,6550.8
7/30/20,1634746,416179,4497870,52783,7730,67966,49519.71429,6596.428571,64825.28571,6464.2
7/31/20,1695988,424637,4566339,61242,8458,68469,51280.57143,6495.285714,64784.42857,6569.6
8/1/20,1750723,434193,4625471,54735,9556,59132,52155.42857,6621.714286,63973.14286,6706.4
8/2/20,1803695,439046,4671478,52972,4853,46007,52582.71429,7022.428571,62849.85714,6859.666667
8/3/20,1855745,443813,4716762,52050,4767,45284,53667.42857,6932.857143,61400.42857,6675.533333
8/4/20,1908254,449961,4771736,52509,6148,54974,53797.85714,6903.428571,59845.85714,6639.266667
8/5/20,1964536,456100,4827619,56282,6139,55883,54653.28571,6752,58601,6704.333333
8/6/20,2027074,462690,4884849,62538,6590,57230,56046.85714,6807.285714,56816.42857,6656.333333
8/7/20,2088611,469407,4945913,61537,6717,61064,56089,6644.428571,55282.71429,6694.4
8/8/20,2153010,475902,5001089,64399,6495,55176,57469.57143,6395.714286,54224.85714,6579.666667
8/9/20,2215074,480278,5049226,62064,4376,48137,58768.42857,5958.428571,53659.71429,6507.8
8/10/20,2268675,485836,5094446,53601,5558,45220,58990,5890.285714,53964,6349.466667
8/11/20,2329638,492522,5147047,60963,6686,52601,60197.71429,6003.285714,53954.85714,6354.666667
8/12/20,2396637,498380,5199850,66999,5858,52803,61728.71429,6080.142857,53615.85714,6468.866667
8/13/20,2461190,505751,5251379,64553,7371,51529,62016.57143,6040,53175.85714,6378.866667
8/14/20,2525922,511369,5316452,64732,5618,65073,62473,6151.571429,52361.42857,6486.8
8/15/20,2589952,517714,5366108,64030,6345,49656,62420.28571,5994.571429,52934.14286,6346
8/16/20,2647663,522162,5406212,57711,4448,40104,61798.42857,5973.142857,52145.57143,6205.133333
8/17/20,2702681,525733,5441874,55018,3571,35662,62000.85714,5983.428571,50998,5864.6
8/18/20,2767253,531239,5484779,64572,5506,42905,62516.42857,5699.571429,49632.57143,5779.133333
8/19/20,2836925,537031,5529042,69672,5792,44263,62898.28571,5531,48247.42857,5828.4
8/20/20,2905825,543806,5573631,68900,6775,44589,63519.28571,5521.571429,47027.42857,5804.666667
8/21/20,2975701,549734,5622420,69876,5928,48789,64254.14286,5436.428571,46036,5847.066667
8/22/20,3044940,556216,5666825,69239,6482,44405,64998.28571,5480.714286,43709.71429,5802.933333
8/23/20,3106348,560164,5701391,61408,3948,34566,65526.42857,5500.285714,42959.57143,5787.266667
8/24/20,3167323,563705,5736272,60975,3541,34881,66377.42857,5428.857143,42168.42857,5617.466667
8/25/20,3224547,568621,5777199,57224,4916,40927,65327.71429,5424.571429,42056.85714,5561.8
8/26/20,3310234,573888,5821155,85687,5267,43956,67615.57143,5340.285714,41774.28571,5519
8/27/20,3387500,579914,5867143,77266,6026,45988,68810.71429,5265.285714,41730.42857,5424.4
8/28/20,3463972,585738,5913677,76472,5824,46534,69753,5158.285714,41930.28571,5435.6
8/29/20,3542733,591712,5957918,78761,5974,44241,71113.28571,5143.428571,41608.14286,5332.466667
8/30/20,3621245,595841,5992846,78512,4129,34928,73556.71429,5070.857143,41584.71429,5356.2
8/31/20,3691166,599560,6025460,69921,3719,32614,74834.71429,5096.714286,41636.42857,5208.466667
9/1/20,3769523,606036,6068403,78357,6476,42943,77853.71429,5122.142857,41312.57143,5159.866667
9/2/20,3853406,610957,6109045,83883,4921,40642,77596,5345,41600.57143,5353.533333
9/3/20,3936747,616894,6153398,83341,5937,44353,78463.85714,5295.571429,41127.14286,5314.533333
9/4/20,4023179,623090,6204088,86432,6196,50690,79886.71429,5282.857143,40893.57143,5324.2
9/5/20,4113811,629409,6247597,90632,6319,43509,81582.57143,5336,41487.28571,5285.6
9/6/20,4204613,634023,6278647,90802,4614,31050,83338.28571,5385.285714,41382.71429,5311.666667
9/7/20,4280422,637509,6302545,75809,3486,23898,84179.42857,5454.571429,40828.71429,5187.133333
9/8/20,4370128,642860,6328235,89706,5351,25690,85800.71429,5421.285714,39583.57143,5156.333333
9/9/20,4465863,647321,6362771,95735,4461,34536,87493.85714,5260.571429,37118.85714,5277
9/10/20,4562414,652364,6398669,96551,5043,35898,89381,5194.857143,36246.57143,5246.666667
9/11/20,4659984,658299,6446690,97570,5935,48021,90972.14286,5067.142857,35038.71429,5231.733333
9/12/20,4754356,663973,6488378,94372,5674,41688,91506.42857,5029.857143,34657.42857,5225.666667
9/13/20,4846427,668381,6522912,92071,4408,34534,91687.71429,4937.714286,34397.28571,5215.666667
9/14/20,4930236,671716,6556079,83809,3335,33167,92830.57143,4908.285714,34895,5111.266667
9/15/20,5020359,676487,6595622,90123,4771,39543,92890.14286,4886.714286,36219.14286,5058.333333
9/16/20,5118253,680931,6634496,97894,4444,38874,93198.57143,4803.857143,38198.14286,5128.466667
9/17/20,5214677,684113,6679747,96424,3182,45251,93180.42857,4801.428571,38817.85714,4993
9/18/20,5308014,688954,6728970,93337,4841,49223,92575.71429,4535.571429,40154,4877.066667
9/19/20,5400619,694121,6771709,92605,5167,42739,92323.28571,4379.285714,40325.71429,4804
9/20/20,5487580,697663,6810626,86961,3542,38917,91593.28571,4306.857143,40475.85714,4735.4
9/21/20,5562663,700580,6861220,75083,2917,50594,90346.71429,4183.142857,41102,4550.266667
9/22/20,5646010,705263,6901381,83347,4683,40161,89378.71429,4123.428571,43591.57143,4437.133333
9/23/20,5732518,710049,6940233,86508,4786,38852,87752.14286,4110.857143,43679.85714,4516.933333
9/24/20,5818570,715457,6987708,86052,5408,47475,86270.42857,4159.714286,43676.71429,4479.266667
9/25/20,5903932,720858,7036256,85362,5401,48548,85131.14286,4477.714286,43994.42857,4542.4
9/26/20,5992532,726431,7081186,88600,5573,44930,84559,4557.714286,43898,4566.266667
9/27/20,6074702,730317,7119340,82170,3886,38154,83874.57143,4615.714286,44211,4542.133333
9/28/20,6145291,733717,7151789,70589,3400,32449,83232.57143,4664.857143,44102,4422.933333
9/29/20,6225763,738163,7195303,80472,4446,43514,82821.85714,4733.857143,41509.85714,4355.733333
9/30/20,6312584,743216,7234382,86821,5053,39079,82866.57143,4700,41988.85714,4429.8
10/1/20,6394068,748315,7280478,81484,5099,46096,82214,4738.142857,42021.28571,4448.6
10/2/20,6473544,753090,7335609,79476,4775,55131,81373.14286,4694,41824.28571,4492.266667
10/3/20,6549373,757953,7386268,75829,4863,50659,79548.71429,4604.571429,42764.71429,4598.466667
10/4/20,6623815,761665,7420900,74442,3712,34632,78444.71429,4503.142857,43583.14286,4599.933333
10/5/20,6685082,789780,7459130,61267,28115,38230,77113,4478.285714,43080,4502.933333
10/6/20,6757131,794608,7504349,72049,4828,45219,75909.71429,8009,43905.85714,6141.133333
10/7/20,6835655,799188,7555567,78524,4580,51218,74724.42857,8063.571429,44149.42857,6268.533333
10/8/20,6906151,804488,7614482,70496,5300,58915,73154.71429,7996,45883.57143,6261.666667
10/9/20,6979423,810020,7671232,73272,5532,56750,72268.42857,8024.714286,47714.85714,6295.933333
10/10/20,7053806,814328,7726972,74383,4308,55740,72061.85714,8132.857143,47946.14286,6304.2
10/11/20,7120538,817503,7773804,66732,3175,46832,70960.42857,8053.571429,48672,6231.333333
10/12/20,7175880,821045,7815536,55342,3542,41732,70114,7976.857143,50414.85714,6071.466667
10/13/20,7239389,825340,7866627,63509,4295,51091,68894,4466.428571,50915.14286,6048.533333
10/14/20,7307097,829396,7925929,67708,4056,59302,67348.85714,4390.285714,51754,6108.2
10/15/20,7370468,834910,7991044,63371,5514,65115,66331,4315.428571,52908.85714,6082.2
10/16/20,7432680,841661,8060166,62212,6751,69122,64751,4346,53794.57143,6112.933333
10/17/20,7494551,847108,8117858,61871,5447,57692,62963.57143,4520.142857,55562,6223.066667
10/18/20,7550273,851227,8168848,55722,4119,50990,61390.71429,4682.857143,55840.85714,6267.866667
10/19/20,7597063,854926,8235586,46790,3699,66738,60169,4817.714286,56434.85714,6218.266667
10/20/20,7651107,860714,8297283,54044,5788,61697,58816.85714,4840.142857,60007.14286,6217.4
10/21/20,7706946,867559,8360604,55839,6845,63321,57121.28571,5053.428571,61522.28571,4728.933333
10/22/20,7761312,874171,8436829,54366,6612,76225,55834.85714,5451.857143,62096.42857,4863.4
10/23/20,7814682,880775,8519307,53370,6604,82478,54571.71429,5608.714286,63683.57143,4998.866667
10/24/20,7864811,886800,8603035,50129,6025,83728,52894.28571,5587.714286,65591.57143,5085.8
10/25/20,7909959,891160,8665702,45148,4360,62667,51383.71429,5670.285714,69311,5118.666667
10/26/20,7946429,895326,8731678,36470,4166,65976,49909.42857,5704.714286,70979.14286,5122.133333
10/27/20,7990322,901268,8808839,43893,5942,77161,48459.28571,5771.428571,70870.28571,5188.2
10/28/20,8040203,906863,8888107,49881,5595,79268,47608.14286,5793.428571,73079.42857,5348.2
10/29/20,8088851,912811,8979326,48648,5948,91219,46791.28571,5614.857143,75357.57143,5434.866667
10/30/20,8137119,918811,9079417,48268,6000,100091,46062.42857,5520,77499.57143,5561
10/31/20,8184082,924962,9170153,46963,6151,90736,45610.14286,5433.714286,80015.71429,5593.4
11/1/20,8229313,929392,9275798,45231,4430,105645,45622,5451.714286,81016.85714,5553.4
11/2/20,8267623,933155,9359133,38310,3763,83335,45884.85714,5461.714286,87156.57143,5485.6
11/3/20,8313876,938405,9486968,46253,5250,127835,46222,5404.142857,89636.42857,5461.866667
11/4/20,8364086,943630,9591145,50210,5225,104177,46269,5305.285714,96875.57143,5565.266667
11/5/20,8411724,949197,9721163,47638,5567,130018,46124.71429,5252.428571,100434,5527.733333
11/6/20,8462080,955128,9848975,50356,5931,127812,46423,5198,105976.7143,5442.533333
11/7/20,8507754,961938,9981101,45674,6810,132126,46238.85714,5188.142857,109936.8571,5397.133333
11/8/20,8553657,967825,10096457,45903,5887,115356,46334.85714,5282.285714,115849.7143,5410.866667
11/9/20,8591730,972785,10214506,38073,4960,118049,46301,5490.428571,117237,5401.666667
11/10/20,8636011,978531,10354777,44281,5746,140271,46019.28571,5661.428571,122196.1429,5441.666667
11/11/20,8683916,986177,10504265,47905,7646,149488,45690,5732.285714,123972.7143,5547
11/12/20,8728795,991835,10666034,44879,5658,161769,45295.85714,6078.142857,130445.7143,5660.6
11/13/20,8773479,997393,10847160,44684,5558,181126,44485.57143,6091.142857,134981.5714,5664.8
11/14/20,8814579,1003253,11019445,41100,5860,172285,43832.14286,6037.857143,142597.8571,5638.8
11/15/20,8845127,1006522,11157358,30548,3269,137913,41638.57143,5902.142857,148334.8571,5629.466667
11/16/20,8874290,1009396,11316537,29163,2874,159179,40365.71429,5528.142857,151557.2857,5437.333333
11/17/20,8912907,1011153,11480700,38617,1757,164163,39556.57143,5230.142857,157433,5333.6
11/18/20,8958483,1015071,11654113,45576,3918,173413,39223.85714,4660.285714,160846.1429,5199.866667
11/19/20,9004365,1019543,11846014,45882,4472,191901,39367.14286,4127.714286,164264,5111.066667
11/20/20,9050597,1025969,12047450,46232,6426,201436,39588.28571,3958.285714,168568.5714,5060.866667
11/21/20,9095806,1032688,12229486,45209,6719,182036,40175.28571,4082.285714,171470,5118.133333
11/22/20,9139865,1041875,12376138,44059,9187,146652,42105.42857,4205,172863,5170.666667
11/23/20,9177840,1049358,12548086,37975,7483,171948,43364.28571,5050.428571,174111.4286,5329.133333
11/24/20,9222216,1060152,12725321,44376,10794,177235,44187,5708.857143,175935.5714,5435.533333
11/25/20,9266705,1070487,12910215,44489,10335,184894,44031.71429,6999.857143,177803,5824.466667
11/26/20,9309787,1078594,13028602,43082,8107,118387,43631.71429,7916.571429,179443.1429,6130.4
11/27/20,9351109,1090675,13231626,41322,12081,203024,42930.28571,8435.857143,168941.1429,6161.133333
11/28/20,9392919,1101403,13390383,41810,10728,158757,42444.71429,9243.714286,169168,6589.333333
11/29/20,9431691,1107071,13531227,38772,5668,140844,41689.42857,9816.428571,165842.4286,6934
11/30/20,9462809,1113543,13686921,31118,6472,155694,40709.85714,9313.714286,165012.7143,6921.2
12/1/20,9499413,1122362,13880957,36604,8819,194036,39599.57143,9169.285714,162690.7143,7134.733333
12/2/20,9534964,1133613,14085458,35551,11251,204501,38322.71429,8887.142857,165090.8571,7531.066667
12/3/20,9571559,1144643,14309618,36595,11030,224160,37396,9018,167891.8571,8164
12/4/20,9608211,1156770,14544933,36652,12127,235315,36728.85714,9435.571429,183002.2857,8638.133333
12/5/20,9644222,1168395,14766843,36011,11625,221910,35900.42857,9442.142857,187615.2857,9148.466667
12/6/20,9677203,1175850,14946062,32981,7455,179219,35073.14286,9570.285714,196637.1429,9495.066667
12/7/20,9703770,1182249,15136211,26567,6399,190149,34423,9825.571429,202119.2857,9544.133333
12/8/20,9735850,1193255,15367161,32080,11006,230950,33776.71429,9815.142857,207041.4286,9358.266667
12/9/20,9767371,1205229,15588301,31521,11974,221140,33201,10127.57143,212314.8571,9593.133333
12/10/20,9796744,1217126,15822977,29373,11897,234676,32169.28571,10230.85714,214691.8571,9671.8
12/11/20,9826775,1229379,16063233,30031,12253,240256,31223.42857,10354.71429,216194.1429,9775.933333
12/12/20,9857029,1241436,16285398,30254,12057,222165,30401,10372.71429,216900,10052.33333
12/13/20,9884100,1250044,16472103,27071,8608,186705,29556.71429,10434.42857,216936.4286,10050.73333
12/14/20,9906165,1255974,16672734,22065,5930,200631,28913.57143,10599.14286,218005.8571,9909.4
12/15/20,9932547,1267202,16894785,26382,11228,222051,28099.57143,10532.14286,219503.2857,9926.866667
12/16/20,9956557,1277499,17135476,24010,10297,240691,27026.57143,10563.85714,218232,10243.93333
12/17/20,9979447,1289298,17372704,22890,11799,237228,26100.42857,10324.28571,221025,10342.46667
12/18/20,10004599,1301546,17621665,25152,12248,248961,25403.42857,10310.28571,221389.5714,10379
12/19/20,10031223,1313675,17824236,26624,12129,202571,24884.85714,10309.57143,222633.1429,10460.2
12/20/20,10055560,1320545,18009585,24337,6870,185349,24494.28571,10319.85714,219834,10460.33333
12/21/20,10075116,1325915,18199302,19556,5370,189717,24135.85714,10071.57143,219640.2857,10143.33333
12/22/20,10099066,1338426,18401274,23950,12511,201972,23788.42857,9991.571429,218081.1429,10004.33333
12/23/20,10123778,1350079,18627057,24712,11653,225783,23888.71429,10174.85714,215212.7143,10411.8
12/24/20,10146845,1362564,18831945,23067,12485,204888,23914,10368.57143,213083,10454.93333
12/25/20,10169118,1372243,18940629,22273,9679,108684,23502.71429,10466.57143,208463,10489
12/26/20,10187850,1377217,19159622,18732,4974,218993,22375.28571,10099.57143,188423.4286,10341.13333
12/27/20,10207871,1383434,19314617,20021,6217,154995,21758.71429,9077.428571,190769.4286,9855.866667
12/28/20,10224303,1389430,19481303,16432,5996,166686,21312.42857,8984.142857,186433.1429,9466.533333
12/29/20,10244852,1401529,19683000,20549,12099,201697,20826.57143,9073.571429,183143,9292.4
12/30/20,10266674,1413935,19905929,21822,12406,222929,20413.71429,9014.714286,183103.7143,9703.666667
12/31/20,10286709,1426094,20164039,20035,12159,258110,19980.57143,9122.285714,182696,9782.2
1/1/21,10305788,1437185,20330292,19079,11091,166253,19524.28571,9075.714286,190299.1429,9906.333333
1/2/21,10323965,1443544,20626175,18177,6359,295883,19445,9277.428571,198523.2857,9859.133333
1/3/21,10340469,1448755,20829825,16504,5211,203650,18942.57143,9475.285714,209507.5714,9466.533333
1/4/21,10356844,1455219,21011493,16375,6464,181668,18934.42857,9331.571429,216458.2857,9005.333333
1/5/21,10374932,1466490,21242763,18088,11271,231270,18582.85714,9398.428571,218598.5714,8978.266667
1/6/21,10395278,1479835,21499648,20346,13345,256885,18372,9280.142857,222823.2857,9371.666667
1/7/21,10413417,1493569,21788279,18139,13734,288631,18101.14286,9414.285714,227674.1429,9427.266667
1/8/21,10413417,1507931,22091766,0,14362,303487,15375.57143,9639.285714,232034.2857,9566
1/9/21,10450284,1524036,22351300,36867,16105,259534,18045.57143,10106.57143,251639.1429,9691.133333
1/10/21,10466595,1534039,22564676,16311,10003,213376,18018,11498.85714,246446.4286,10119.53333
